"","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","elev","presence"
"2963",15,11,0,664,32,2,30,18,372,0
"2964",17,10,0,574,32,5,27,11,407,0
"2965",11,11,0,639,27,-2,29,13,1180,0
"2966",18,11,0,705,35,3,32,14,343,0
"2967",14,11,0,709,31,0,31,10,727,0
"2968",17,9,0,559,30,5,25,18,283,0
"2969",12,10,0,621,27,-1,28,14,1093,0
"2970",16,11,0,680,32,2,30,12,628,0
"2971",12,8,0,556,24,1,24,11,481,0
"2972",13,8,0,574,26,2,24,15,263,0
"2973",5,9,0,615,19,-7,26,1,1891,0
"2974",16,9,0,549,28,4,25,17,378,0
"2975",15,11,0,684,32,1,31,10,773,0
"2976",17,11,0,555,32,5,28,11,541,0
"2977",14,10,0,635,30,1,29,10,294,0
"2978",12,8,0,585,25,1,24,8,420,0
"2979",15,12,0,648,31,1,30,8,785,0
"2980",10,10,0,640,26,-2,28,12,1393,0
"2981",18,10,0,572,33,6,27,12,295,0
"2982",12,9,0,580,26,0,26,13,986,0
"2983",15,11,0,719,33,1,32,11,657,0
"2984",11,9,0,564,25,1,24,8,470,0
"2985",13,11,0,635,29,0,29,15,940,0
"2986",9,11,0,622,25,-4,29,11,1541,0
"2987",15,11,0,707,32,1,31,11,681,0
"2988",14,11,0,698,31,0,30,9,819,0
"2989",13,11,0,628,29,0,30,10,1013,0
"2990",15,12,0,611,31,1,29,15,763,0
"2991",16,10,0,705,33,2,31,12,604,0
"2992",15,11,0,726,33,1,32,10,676,0
"2993",11,11,0,643,28,-1,29,13,1192,0
"2994",14,10,0,651,30,1,29,14,513,0
"2995",8,10,0,676,22,-7,29,4,1165,0
"2996",10,10,0,640,24,-4,28,10,895,0
"2997",9,10,0,616,23,-4,27,9,1076,0
"2998",15,11,0,728,33,1,32,11,658,0
"2999",14,11,0,687,30,0,30,10,993,0
"3000",7,10,0,574,22,-4,26,4,1612,0
"3001",14,11,0,636,30,1,30,10,856,0
"3002",17,11,0,632,33,3,30,13,411,0
"3003",11,9,0,614,26,0,26,8,828,0
"3004",16,11,0,692,33,2,31,19,167,0
"3005",19,11,0,657,35,5,30,15,136,0
"3006",11,11,0,635,27,-2,29,13,1242,0
"3007",14,10,0,590,29,2,27,15,226,0
"3008",18,8,0,544,29,6,23,19,99,0
"3009",18,11,0,576,32,4,27,19,220,0
"3010",15,8,0,585,28,4,25,12,118,0
"3011",14,9,0,572,28,2,26,8,898,0
"3012",15,12,0,651,32,1,30,8,810,0
"3013",-1,9,0,597,13,-13,25,1,2605,0
"3014",7,10,0,612,21,-7,27,11,1613,0
"3015",12,11,0,641,28,-1,29,8,999,0
"3016",14,11,0,686,31,0,31,10,900,0
"3017",15,12,0,713,32,0,32,15,298,0
"3018",12,8,0,552,25,1,24,11,438,0
"3019",15,11,0,639,31,2,29,17,504,0
"3020",11,9,0,576,25,-1,25,7,723,0
"3021",14,10,0,591,29,2,27,15,842,0
"3022",11,11,0,629,26,-2,28,12,1275,0
"3023",11,8,0,562,24,1,23,5,543,0
"3024",17,12,0,668,33,3,31,13,428,0
"3025",13,11,0,621,29,0,29,9,914,0
"3026",13,8,0,562,26,2,24,15,240,0
"3027",17,8,0,431,29,8,21,13,264,0
"3028",11,8,0,545,24,0,23,5,736,0
"3029",11,11,0,641,28,-1,29,13,1171,0
"3030",1,8,0,552,14,-9,23,-1,2303,0
"3031",2,10,0,680,17,-13,29,3,2037,0
"3032",10,9,0,598,23,-3,26,7,954,0
"3033",13,11,0,675,29,-1,30,8,1082,0
"3034",15,9,0,595,28,2,26,15,218,0
"3035",12,11,0,618,27,-1,28,17,690,0
"3036",15,11,0,704,32,1,31,11,787,0
"3037",13,9,0,568,26,2,24,13,188,0
"3038",14,10,0,618,30,2,28,16,632,0
"3039",13,11,0,659,29,-1,30,13,424,0
"3040",1,10,0,599,15,-12,26,3,2422,0
"3041",17,10,0,478,30,6,25,12,326,0
"3042",10,10,0,590,26,-1,27,12,1141,0
"3043",13,9,0,579,26,1,25,15,293,0
"3044",12,11,0,623,28,-1,29,9,1245,0
"3045",12,11,0,674,29,-1,30,8,1106,0
"3046",16,12,0,632,32,1,30,9,623,0
"3047",16,11,0,649,32,3,29,19,236,0
"3048",18,6,0,463,28,9,19,20,43,0
"3049",17,9,0,564,30,5,25,14,477,0
"3050",12,9,0,566,24,0,24,14,580,0
"3051",14,11,0,645,30,1,29,15,879,0
"3052",17,11,0,654,33,4,30,20,190,0
"3053",16,10,0,560,31,4,27,10,472,0
"3054",6,10,0,604,20,-7,27,8,1674,0
"3055",12,10,0,609,27,-1,28,6,1265,0
"3056",16,7,0,561,28,5,23,12,0,0
"3057",15,11,0,729,33,1,32,11,645,0
"3058",15,11,0,718,32,1,31,10,660,0
"3059",9,8,0,530,22,-1,23,4,1032,0
"3060",14,9,0,586,28,2,26,15,262,0
"3061",13,10,0,612,29,1,28,16,657,0
"3062",16,8,0,562,29,5,23,17,85,0
"3063",18,11,0,638,34,5,29,14,269,0
"3064",15,10,0,586,29,2,26,16,455,0
"3065",11,11,0,619,27,-2,29,8,1354,0
"3066",16,11,0,686,33,2,31,19,145,0
"3067",11,8,0,576,25,1,24,8,481,0
"3068",6,9,0,582,20,-5,25,3,1628,0
"3069",18,12,0,645,35,4,31,15,170,0
"3070",8,10,0,666,22,-7,29,4,1222,0
"3071",13,10,0,612,28,1,27,13,382,0
"3072",14,11,0,670,31,1,30,10,816,0
"3073",17,12,0,600,32,3,29,18,374,0
"3074",15,11,0,734,33,1,32,11,663,0
"3075",19,11,0,578,34,6,28,15,24,0
"3076",17,6,0,514,28,7,21,18,281,0
"3077",16,11,0,661,33,3,30,12,529,0
"3078",18,7,0,521,29,7,22,16,283,0
"3079",19,10,0,514,33,7,26,13,11,0
"3080",13,10,0,610,28,1,27,15,852,0
"3081",12,8,0,578,25,1,24,8,461,0
"3082",13,7,0,580,26,2,24,10,462,0
"3083",9,9,0,614,22,-4,26,9,957,0
"3084",11,8,0,564,24,0,24,13,582,0
"3085",14,11,0,678,30,0,30,14,515,0
"3086",13,9,0,563,27,1,25,10,394,0
"3087",17,11,0,625,33,3,30,13,423,0
"3088",3,9,0,612,17,-9,26,6,1996,0
"3089",15,12,0,614,31,2,30,16,638,0
"3090",14,11,0,691,31,0,30,10,789,0
"3091",12,10,0,660,28,-1,29,8,1291,0
"3092",15,11,0,701,32,2,31,11,689,0
"3093",10,11,0,650,26,-4,30,3,1785,0
"3094",15,9,0,608,29,3,26,15,99,0
"3095",19,11,0,614,35,5,29,15,102,0
"3096",19,11,0,591,35,6,29,12,75,0
"3097",14,10,0,603,28,1,27,15,369,0
"3098",15,11,0,670,32,2,30,11,727,0
"3099",12,8,0,572,25,1,24,14,429,0
"3100",16,11,0,657,32,3,30,19,228,0
"3101",12,9,0,558,24,0,24,14,605,0
"3102",17,9,0,553,30,5,24,18,225,0
"3103",14,10,0,562,29,2,26,8,971,0
"3104",13,8,0,569,26,2,24,15,211,0
"3105",12,11,0,667,28,-2,30,15,752,0
"3106",15,11,0,723,32,1,31,10,620,0
"3107",13,11,0,593,28,0,28,9,1010,0
"3108",16,11,0,710,33,2,31,11,693,0
"3109",7,8,0,576,21,-4,25,8,1235,0
"3110",1,10,0,716,16,-15,30,2,2274,0
"3111",11,11,0,634,28,-1,29,13,1156,0
"3112",16,11,0,585,31,3,28,17,406,0
"3113",6,10,0,648,21,-8,28,3,1452,0
"3114",12,8,0,572,25,1,24,8,469,0
"3115",14,9,0,536,26,3,24,11,116,0
"3116",12,11,0,681,29,0,30,8,996,0
"3117",18,7,0,502,29,8,21,20,55,0
"3118",15,11,0,673,32,1,30,15,691,0
"3119",1,9,0,598,14,-11,25,3,2347,0
"3120",18,5,0,406,27,10,17,14,75,0
"3121",10,9,0,587,23,-2,25,8,919,0
"3122",19,11,0,690,35,4,31,14,228,0
"3123",9,10,0,647,25,-3,28,5,1515,0
"3124",14,10,0,576,28,2,26,16,547,0
"3125",11,9,0,538,24,0,24,13,906,0
"3126",18,9,0,492,30,7,23,13,46,0
"3127",14,11,0,618,30,1,30,8,856,0
"3128",18,8,0,544,29,6,23,19,114,0
"3129",12,11,0,664,28,-1,29,14,1128,0
"3130",12,10,0,592,26,-1,27,6,1399,0
"3131",15,11,0,640,31,2,30,16,730,0
"3132",14,11,0,649,31,1,30,10,762,0
"3133",16,11,0,664,32,2,30,18,329,0
"3134",15,10,0,559,30,3,27,9,709,0
"3135",17,11,0,690,33,3,31,12,465,0
"3136",15,11,0,727,33,1,32,11,647,0
"3137",14,10,0,622,29,1,28,14,848,0
"3138",16,3,0,458,24,9,16,14,24,0
"3139",15,12,0,677,32,1,32,8,833,0
"3140",14,11,0,641,30,0,30,10,1042,0
"3141",12,10,0,584,26,0,26,13,944,0
"3142",14,9,0,662,29,1,28,14,136,0
"3143",14,8,0,583,27,3,24,7,165,0
"3144",16,8,0,562,29,5,24,17,139,0
"3145",16,11,0,659,32,3,30,12,548,0
"3146",13,11,0,668,30,0,30,9,990,0
"3147",19,12,0,607,35,5,29,12,99,0
"3148",16,11,0,660,33,3,30,19,274,0
"3149",13,11,0,657,29,-1,30,13,391,0
"3150",18,11,0,611,34,5,30,15,148,0
"3151",17,10,0,663,34,4,30,13,373,0
"3152",13,9,0,554,26,2,24,7,173,0
"3153",12,10,0,574,27,1,26,14,798,0
"3154",9,11,0,617,24,-4,28,5,1889,0
"3155",15,12,0,670,33,1,32,8,810,0
"3156",16,5,0,423,25,8,17,14,522,0
"3157",14,9,0,532,26,2,24,8,145,0
"3158",18,9,0,434,30,8,22,14,93,0
"3159",14,12,0,662,31,0,31,7,1061,0
"3160",12,11,0,690,29,-1,30,8,1074,0
"3161",14,12,0,669,31,0,31,6,988,0
"3162",6,9,0,577,20,-5,25,3,1621,0
"3163",18,9,0,495,31,7,24,13,111,0
"3164",18,11,0,577,33,5,28,19,77,0
"3165",13,11,0,668,29,-1,30,13,651,0
"3166",14,8,0,580,27,2,25,10,248,0
"3167",17,9,0,567,30,5,26,14,521,0
"3168",15,11,0,659,31,2,30,17,540,0
"3169",14,11,0,706,31,0,31,10,818,0
"3170",11,11,0,672,27,-3,30,12,631,0
"3171",11,10,0,568,26,0,26,13,972,0
"3172",16,7,0,529,27,5,22,10,739,0
"3173",13,11,0,634,29,0,29,15,950,0
"3174",12,11,0,631,28,-1,28,14,1088,0
"3175",12,10,0,590,27,0,27,14,1009,0
"3176",17,10,0,575,31,5,26,18,196,0
"3177",14,11,0,686,31,1,30,10,857,0
"3178",16,11,0,723,33,1,32,11,618,0
"3179",10,10,0,609,25,-2,27,12,1381,0
"3180",14,11,0,688,30,-1,30,16,543,0
"3181",15,5,0,526,26,6,20,16,0,0
"3182",16,11,0,678,32,2,30,12,644,0
"3183",13,9,0,559,26,2,24,12,238,0
"3184",12,10,0,623,27,-1,28,17,779,0
"3185",13,8,0,575,26,2,24,15,292,0
"3186",14,10,0,592,29,2,27,16,377,0
"3187",6,9,0,622,20,-6,26,3,1658,0
"3188",12,10,0,600,26,-1,27,17,722,0
"3189",19,11,0,613,35,6,29,15,37,0
"3190",17,9,0,562,31,5,25,18,304,0
"3191",14,10,0,619,29,1,28,10,493,0
"3192",11,8,0,572,24,0,24,8,508,0
"3193",18,11,0,639,34,4,30,14,296,0
"3194",13,10,0,624,29,1,28,9,546,0
"3195",12,9,0,568,26,1,24,15,352,0
"3196",7,10,0,625,22,-6,27,10,1518,0
"3197",16,8,0,563,29,5,24,10,715,0
"3198",16,10,0,690,32,2,30,11,676,0
"3199",18,12,0,698,35,3,32,14,280,0
"3200",12,11,0,628,28,-1,30,8,1219,0
"3201",13,11,0,634,29,0,29,15,872,0
"3202",13,12,0,671,30,-1,31,6,1037,0
"3203",12,11,0,647,29,-1,29,14,1003,0
"3204",13,10,0,579,27,1,26,9,533,0
"3205",8,10,0,626,22,-5,28,5,1187,0
"3206",16,10,0,582,30,4,26,17,548,0
"3207",16,6,0,455,27,7,19,12,416,0
"3208",14,9,0,560,29,3,26,9,907,0
"3209",15,10,0,660,31,2,29,15,50,0
"3210",15,11,0,638,31,1,30,11,694,0
"3211",15,11,0,679,32,2,31,17,680,0
"3212",15,9,0,583,28,3,25,20,342,0
"3213",18,10,0,539,33,6,27,12,138,0
"3214",14,10,0,649,30,1,29,10,201,0
"3215",17,10,0,622,33,4,29,13,443,0
"3216",13,11,0,652,30,0,30,9,913,0
"3217",16,11,0,578,30,3,27,17,428,0
"3218",14,7,0,558,26,3,23,8,1102,0
"3219",7,10,0,660,21,-7,28,3,1222,0
"3220",10,9,0,630,24,-2,26,11,646,0
"3221",18,11,0,541,33,6,28,13,68,0
"3222",11,9,0,547,23,0,24,10,642,0
"3223",17,9,0,551,29,5,24,18,440,0
"3224",13,11,0,684,30,0,30,9,906,0
"3225",11,10,0,638,26,-2,28,11,690,0
"3226",13,9,0,553,26,2,24,12,275,0
"3227",15,8,0,590,29,3,25,11,35,0
"3228",16,10,0,616,31,3,28,17,172,0
"3229",13,11,0,646,30,1,29,16,765,0
"3230",13,12,0,639,29,0,29,15,880,0
"3231",15,11,0,671,31,1,30,16,295,0
"3232",15,9,0,623,30,3,27,16,12,0
"3233",14,10,0,646,30,1,29,15,412,0
"3234",16,11,0,594,31,3,28,10,561,0
"3235",17,11,0,612,33,4,29,14,385,0
"3236",11,11,0,638,28,-1,29,13,1136,0
"3237",12,8,0,559,24,1,23,6,480,0
"3238",15,11,0,642,30,1,29,8,1054,0
"3239",14,10,0,666,30,1,29,15,129,0
"3240",11,8,0,568,24,0,24,8,593,0
"3241",14,10,0,591,29,2,27,15,936,0
"3242",10,8,0,570,24,0,24,7,700,0
"3243",11,10,0,673,25,-4,29,11,695,0
"3244",18,11,0,689,35,4,31,14,273,0
"3245",12,10,0,587,27,0,27,14,869,0
"3246",12,11,0,660,29,-2,30,5,1422,0
"3247",10,10,0,594,25,-2,27,12,1275,0
"3248",14,11,0,693,30,0,31,15,416,0
"3249",13,11,0,658,30,0,30,14,958,0
"3250",11,10,0,618,27,-1,28,13,1165,0
"3251",12,9,0,588,26,0,26,8,578,0
"3252",12,11,0,648,29,-1,29,14,1042,0
"3253",11,9,0,562,24,0,24,10,674,0
"3254",13,11,0,696,30,-1,31,9,910,0
"3255",13,11,0,625,29,0,29,9,1146,0
"3256",16,10,0,525,30,4,26,10,720,0
"3257",13,11,0,681,30,0,30,9,1037,0
"3258",11,10,0,566,24,-2,26,15,932,0
"3259",10,8,0,552,23,0,23,7,787,0
"3260",6,9,0,595,21,-5,25,3,1572,0
"3261",12,8,0,575,25,1,24,14,381,0
"3262",11,11,0,653,26,-3,29,11,992,0
"3263",10,10,0,656,26,-2,28,6,1386,0
"3264",15,11,0,638,31,2,29,16,378,0
"3265",14,12,0,641,30,1,29,16,672,0
"3266",18,9,0,475,30,7,23,13,129,0
"3267",17,9,0,585,31,5,26,11,531,0
"3268",11,11,0,647,27,-2,29,13,1289,0
"3269",16,11,0,686,33,2,31,19,145,0
"3270",17,10,0,585,32,4,27,18,247,0
"3271",9,9,0,573,23,-2,25,6,956,0
"3272",8,8,0,580,22,-3,25,9,1041,0
"3273",19,11,0,608,34,5,29,12,143,0
"3274",11,9,0,532,25,0,24,6,756,0
"3275",14,8,0,574,27,3,24,11,416,0
"3276",13,12,0,691,30,-1,31,14,559,0
"3277",17,12,0,619,33,3,30,17,456,0
"3278",11,11,0,661,26,-4,30,12,635,0
"3279",12,9,0,598,26,0,26,9,592,0
"3280",15,11,0,690,32,1,31,11,682,0
"3281",11,12,0,646,27,-3,30,4,1457,0
"3282",11,11,0,658,28,-1,29,13,1184,0
"3283",13,10,0,550,27,1,26,7,1042,0
"3284",9,8,0,576,23,-2,24,6,862,0
"3285",14,11,0,717,32,0,31,10,750,0
"3286",12,12,0,662,29,-2,31,5,1353,0
"3287",17,8,0,531,28,6,23,18,433,0
"3288",11,11,0,629,27,-1,28,13,1121,0
"3289",11,11,0,629,26,-2,28,16,880,0
"3290",15,7,0,543,27,4,23,16,275,0
"3291",9,9,0,566,23,-2,25,10,1462,0
"3292",18,5,0,360,27,11,16,15,15,0
"3293",17,12,0,674,34,3,31,13,367,0
"3294",14,9,0,581,27,2,25,16,153,0
"3295",13,10,0,606,28,1,27,14,607,0
"3296",16,8,0,563,28,4,24,17,232,0
"3297",12,8,0,570,26,2,24,9,409,0
"3298",16,10,0,570,29,4,26,17,266,0
"3299",16,5,0,503,26,7,19,18,5,0
"3300",14,9,0,576,27,2,24,16,156,0
"3301",12,11,0,665,28,-2,30,15,799,0
"3302",14,10,0,634,29,1,29,10,311,0
"3303",14,12,0,640,30,1,29,16,706,0
"3304",13,10,0,618,28,0,28,13,646,0
"3305",15,8,0,561,27,3,24,16,219,0
"3306",15,10,0,660,31,2,29,16,33,0
"3307",11,8,0,552,24,0,24,5,694,0
"3308",16,11,0,664,32,2,30,18,348,0
"3309",18,4,0,423,27,11,16,14,69,0
"3310",15,10,0,560,29,3,26,15,602,0
"3311",14,12,0,640,31,1,30,17,585,0
"3312",14,8,0,587,27,2,24,11,275,0
"3313",15,11,0,690,32,1,31,10,749,0
"3314",16,10,0,653,32,3,29,12,654,0
"3315",13,9,0,553,26,2,24,12,243,0
"3316",15,11,0,724,32,1,31,10,748,0
"3317",11,9,0,560,25,0,24,12,1094,0
"3318",12,11,0,663,29,-1,29,14,1064,0
"3319",15,10,0,634,31,2,28,17,516,0
"3320",15,11,0,684,31,1,30,15,385,0
"3321",1,11,0,691,16,-14,30,2,2216,0
"3322",13,11,0,645,30,1,29,16,773,0
"3323",16,9,0,601,29,3,26,16,227,0
"3324",14,11,0,704,32,1,31,10,698,0
"3325",12,11,0,629,28,-1,29,14,1148,0
"3326",13,10,0,534,26,1,25,12,532,0
"3327",13,10,0,602,28,1,27,9,587,0
"3328",9,9,0,589,23,-2,25,6,1189,0
"3329",15,12,0,636,31,1,30,8,764,0
"3330",15,10,0,677,31,1,30,15,372,0
"3331",12,11,0,642,29,0,29,14,964,0
"3332",18,12,0,688,35,3,32,14,277,0
"3333",10,9,0,561,22,-2,24,12,937,0
"3334",0,9,0,622,14,-12,26,2,2601,0
"3335",13,11,0,674,29,-1,30,16,637,0
"3336",14,11,0,588,29,2,28,15,681,0
"3337",14,11,0,697,31,1,30,10,713,0
"3338",16,10,0,692,32,2,30,12,697,0
"3339",13,11,0,613,29,0,29,14,1039,0
"3340",12,11,0,650,28,-1,29,12,516,0
"3341",11,8,0,565,24,1,24,14,514,0
"3342",15,11,0,678,31,1,30,15,320,0
"3343",13,11,0,683,30,0,30,9,963,0
"3344",11,8,0,567,24,0,24,8,604,0
"3345",15,11,0,717,32,1,31,10,762,0
"3346",13,11,0,687,30,-1,30,8,959,0
"3347",13,11,0,639,29,0,29,15,847,0
"3348",13,10,0,650,30,0,29,14,990,0
"3349",14,10,0,596,28,2,26,17,249,0
"3350",13,8,0,558,25,2,24,12,309,0
"3351",18,6,0,390,27,10,18,14,18,0
"3352",14,11,0,620,29,0,29,10,1007,0
"3353",11,9,0,573,24,-1,25,7,886,0
"3354",16,10,0,615,30,3,28,9,778,0
"3355",15,8,0,613,29,3,26,16,58,0
"3356",10,8,0,539,23,0,23,5,846,0
"3357",0,9,0,626,14,-12,26,2,2564,0
"3358",16,11,0,636,33,3,30,17,499,0
"3359",14,10,0,598,29,1,27,10,414,0
"3360",16,8,0,502,29,6,23,11,504,0
"3361",12,10,0,625,27,0,27,8,774,0
"3362",16,11,0,661,32,3,30,19,286,0
"3363",-1,9,0,604,12,-13,25,-4,2710,0
"3364",7,9,0,593,20,-5,25,9,1500,0
"3365",14,10,0,627,29,1,28,10,346,0
"3366",8,9,0,632,22,-5,26,10,1426,0
"3367",15,10,0,653,31,2,29,15,50,0
"3368",6,8,0,554,20,-4,24,3,1315,0
"3369",14,10,0,628,30,2,28,16,627,0
"3370",16,11,0,526,31,4,27,11,617,0
"3371",17,8,0,536,29,6,23,18,164,0
"3372",13,9,0,551,25,1,24,12,390,0
"3373",13,10,0,654,29,0,28,14,319,0
"3374",14,11,0,697,31,0,30,9,804,0
"3375",13,10,0,658,28,0,28,14,320,0
"3376",17,6,0,450,27,9,19,13,288,0
"3377",15,12,0,676,32,0,32,8,839,0
"3378",19,11,0,669,36,5,31,15,75,0
"3379",12,10,0,613,28,0,28,9,684,0
"3380",10,8,0,558,23,0,24,7,742,0
"3381",15,11,0,667,31,2,30,15,348,0
"3382",14,12,0,663,31,0,31,7,1068,0
"3383",14,12,0,696,31,0,31,15,400,0
"3384",14,6,0,537,25,4,21,15,250,0
"3385",17,9,0,568,30,5,25,18,150,0
"3386",14,8,0,585,28,3,25,11,144,0
"3387",15,11,0,633,31,2,29,11,619,0
"3388",11,11,0,633,27,-2,28,13,1229,0
"3389",15,8,0,587,29,4,25,11,138,0
"3390",8,10,0,601,23,-4,27,9,1729,0
"3391",16,11,0,682,32,2,30,12,633,0
"3392",17,7,0,520,28,6,22,18,332,0
"3393",12,11,0,640,28,-1,29,14,1020,0
"3394",11,11,0,652,27,-2,30,12,868,0
"3395",13,11,0,688,30,0,30,9,885,0
"3396",15,11,0,718,33,1,32,11,687,0
"3397",13,10,0,595,28,1,27,10,1121,0
"3398",18,12,0,694,35,3,32,14,243,0
"3399",14,12,0,687,31,0,31,15,450,0
"3400",11,11,0,677,28,-2,30,4,1366,0
"3401",16,11,0,717,33,2,31,11,621,0
"3402",11,10,0,647,27,-2,28,7,1317,0
"3403",11,12,0,684,26,-5,31,7,695,0
"3404",14,11,0,688,31,1,30,10,840,0
"3405",11,8,0,558,24,1,23,13,591,0
"3406",16,10,0,609,31,4,28,17,497,0
"3407",12,10,0,586,26,-1,27,17,685,0
"3408",15,11,0,639,31,2,29,18,410,0
"3409",15,11,0,718,33,1,31,11,672,0
"3410",13,10,0,596,28,1,27,15,723,0
"3411",12,10,0,620,27,-1,28,5,1439,0
"3412",19,11,0,664,35,5,31,15,177,0
"3413",10,8,0,551,23,0,23,7,772,0
"3414",14,11,0,663,31,0,31,7,1093,0
"3415",15,10,0,594,29,2,26,16,111,0
"3416",2,9,0,628,16,-10,26,4,2251,0
"3417",10,10,0,574,25,-2,27,10,1439,0
"3418",14,11,0,691,31,1,30,10,827,0
"3419",16,9,0,557,29,5,24,17,379,0
"3420",12,11,0,625,29,-1,29,9,1167,0
"3421",18,6,0,399,28,10,18,14,23,0
"3422",15,11,0,668,32,1,30,15,731,0
"3423",11,11,0,640,28,-1,29,13,1161,0
"3424",13,11,0,663,30,0,30,14,577,0
"3425",17,12,0,649,33,2,31,10,536,0
"3426",15,10,0,644,31,2,29,15,788,0
"3427",13,11,0,660,30,0,30,10,1016,0
"3428",11,11,0,635,27,-2,29,13,1223,0
"3429",15,11,0,705,32,1,31,11,800,0
"3430",9,10,0,619,24,-4,27,10,1005,0
"3431",11,11,0,618,27,-1,29,8,1337,0
"3432",11,10,0,587,25,-2,27,16,931,0
"3433",16,10,0,598,31,3,28,17,552,0
"3434",11,10,0,662,27,-2,29,7,1326,0
"3435",11,10,0,621,26,-1,27,8,856,0
"3436",13,12,0,617,28,-1,29,13,1153,0
"3437",16,7,0,477,28,7,22,12,414,0
"3438",18,9,0,552,30,6,25,19,257,0
"3439",18,11,0,452,31,7,25,13,76,0
"3440",18,10,0,567,32,6,26,19,43,0
"3441",17,10,0,570,32,5,27,11,425,0
"3442",15,11,0,683,31,1,30,8,843,0
"3443",17,11,0,487,32,6,26,12,255,0
"3444",14,10,0,615,29,2,28,10,385,0
"3445",10,10,0,555,24,-1,25,12,1130,0
"3446",15,10,0,613,30,2,28,16,291,0
"3447",19,12,0,650,35,4,31,15,162,0
"3448",15,12,0,670,32,0,32,8,868,0
"3449",10,10,0,562,25,-1,26,12,1100,0
"3450",16,8,0,582,28,4,24,12,28,0
"3451",15,10,0,641,31,2,29,16,730,0
"3452",12,10,0,621,27,0,28,14,1079,0
"3453",15,10,0,660,31,2,29,16,11,0
"3454",14,12,0,686,31,0,31,10,947,0
"3455",14,10,0,643,30,1,29,14,182,0
"3456",17,10,0,621,32,3,28,10,656,0
"3457",13,10,0,647,29,0,29,18,592,0
"3458",14,11,0,691,31,1,30,10,905,0
"3459",14,11,0,678,31,1,30,10,890,0
"3460",15,8,0,569,28,3,24,16,143,0
"3461",15,10,0,621,31,3,28,18,478,0
"3462",10,8,0,580,23,-1,24,6,791,0
"3463",13,10,0,633,28,0,28,9,587,0
"3464",14,11,0,673,31,1,30,10,830,0
"3465",6,9,0,577,19,-5,24,8,1497,0
"3466",7,10,0,652,21,-7,28,7,1323,0
"3467",17,10,0,509,31,6,26,12,349,0
"3468",15,11,0,646,32,2,29,18,398,0
"3469",15,10,0,624,31,2,29,11,799,0
"3470",14,8,0,581,28,3,25,8,195,0
"3471",11,9,0,621,26,-1,27,7,941,0
"3472",15,11,0,601,30,2,28,16,503,0
"3473",16,11,0,685,33,2,30,12,639,0
"3474",14,9,0,548,26,2,24,7,168,0
"3475",12,10,0,616,28,0,28,9,702,0
"3476",11,10,0,660,27,-2,29,7,1318,0
"3477",15,8,0,575,27,3,25,16,240,0
"3478",10,9,0,572,24,-1,25,7,801,0
"3479",13,9,0,590,27,1,26,14,483,0
"3480",17,12,0,644,33,2,30,13,420,0
"3481",12,11,0,670,27,-3,30,12,603,0
"3482",18,12,0,695,35,3,32,14,293,0
"3483",10,11,0,621,26,-2,28,12,1306,0
"3484",12,10,0,566,27,0,27,7,1431,0
"3485",18,4,0,453,27,10,18,20,44,0
"3486",11,8,0,562,24,0,24,8,527,0
"3487",16,11,0,693,33,2,31,19,220,0
"3488",15,10,0,667,31,2,29,15,46,0
"3489",17,4,0,375,25,11,15,14,231,0
"3490",16,11,0,641,32,3,29,17,592,0
"3491",10,8,0,583,24,-1,25,10,737,0
"3492",15,11,0,633,32,3,29,12,704,0
"3493",14,11,0,610,30,1,29,15,898,0
"3494",13,9,0,575,27,2,24,16,171,0
"3495",14,11,0,615,30,1,30,11,872,0
"3496",14,10,0,644,30,1,29,10,260,0
"3497",15,8,0,544,26,4,22,16,456,0
"3498",13,11,0,680,29,-1,30,16,611,0
"3499",15,8,0,489,28,5,23,11,786,0
"3500",19,7,0,478,29,9,20,17,42,0
"3501",17,9,0,546,30,5,25,18,297,0
"3502",18,8,0,486,30,8,22,13,27,0
"3503",15,11,0,617,31,2,29,16,786,0
"3504",19,11,0,612,35,5,30,15,83,0
"3505",15,10,0,614,30,2,28,15,637,0
"3506",12,10,0,647,27,-1,28,8,800,0
"3507",10,9,0,644,25,-3,28,11,718,0
"3508",12,11,0,640,28,-1,29,14,1137,0
"3509",12,8,0,559,25,1,24,6,537,0
"3510",17,10,0,538,31,5,26,11,284,0
"3511",6,9,0,558,19,-5,24,5,1483,0
"3512",15,5,0,514,25,6,20,17,224,0
"3513",13,9,0,607,28,1,27,10,387,0
"3514",14,10,0,630,30,1,29,15,812,0
"3515",12,11,0,626,28,-1,29,14,939,0
"3516",13,10,0,684,30,0,30,9,975,0
"3517",16,11,0,631,32,2,30,16,609,0
"3518",15,11,0,704,33,1,32,11,762,0
"3519",16,12,0,679,33,1,32,8,689,0
"3520",13,11,0,682,30,0,30,9,934,0
"3521",1,9,0,691,16,-12,28,3,2208,0
"3522",15,10,0,597,30,3,27,12,828,0
"3523",14,10,0,647,30,1,29,14,168,0
"3524",13,11,0,643,30,0,29,15,812,0
"3525",17,11,0,500,32,6,26,12,289,0
"3526",14,10,0,611,29,2,28,10,357,0
"3527",12,11,0,657,28,-1,29,15,722,0
"3528",15,11,0,699,32,1,31,10,729,0
"3529",18,11,0,640,34,5,29,14,323,0
"3530",14,11,0,688,31,1,30,10,919,0
"3531",14,8,0,586,28,3,25,11,247,0
"3532",14,11,0,700,31,0,31,10,806,0
